gene_cluster_id,focal,reference,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,COG20_CATEGORY_ACC,COG20_CATEGORY,COG20_PATHWAY_ACC,COG20_PATHWAY,COG20_FUNCTION_ACC,COG20_FUNCTION,KEGG_BRITE_ACC,KEGG_BRITE,KEGG_Class_ACC,KEGG_Class,KEGG_Module_ACC,KEGG_Module,KOfam_ACC,KOfam,Pfam_ACC,Pfam
GC_00003440,shrub,tree,accessory,49,4.55578478840467,1.15168510805272,0.333825203556529,3.4499645197032,5.60660235198872e-4,0.0244448348089299,E,Amino acid transport and metabolism,,,COG0665,Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI),ko00001|ko01000,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]|Enzymes>>>1. Oxidoreductases>>>1.5  Acting on the CH-NH group of donors>>>1.5.3  With oxygen as acceptor>>>1.5.3.1  sarcosine oxidase (formaldehyde-forming)",,,,,K00301,sarcosine oxidase [EC:1.5.3.1],PF01266.28,FAD dependent oxidoreductase
GC_00000442,shrub,tree,core,104,6.65082671260257,0.974115778806853,0.276260444863646,3.52607764491094,4.21763296680571e-4,0.0211215417855644,M,Cell wall/membrane/envelope biogenesis,,,COG5009,Membrane carboxypeptidase/penicillin-binding protein (MrcA) (PDB:3D0F),ko00001|ko01000|ko01000|ko01003|ko01011_or_ko00001|ko01000|ko01003|ko01011,KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]|Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.129  peptidoglycan glycosyltransferase|Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.16  Serine-type carboxypeptidases>>>3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase|Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS)|Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Glycosyltransferase/DD-Transpeptidase (Class A PBP)_or_KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]|Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.129  peptidoglycan glycosyltransferase|Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS)|Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Glycosyltransferase,,,,,K05366_or_K04478,penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]_or_monofunctional glycosyltransferase [EC:2.4.1.129],PF00912.26_or_PF00905.26,Transglycosylase_or_Penicillin binding protein transpeptidase domain
GC_00001076,shrub,tree,core,104,8.62405681267149,0.840401348688284,0.265578007872992,3.16442372400877,0.00155390386546237,0.0446972099482792,S,Function unknown,,,COG5321,Uncharacterized conserved protein (PDB:3DNX),,,,,,,,,PF06319.16,DNA repair protein MmcB-like
GC_00009075,conifer,broadleaf,accessory,12,0.943061860061463,3.36698783258012,1.01760086154329,3.30875096496456,9.37131533972828e-4,0.0216180823735707,H|R,Coenzyme transport and metabolism|General function prediction only,COG2141,Pyrimidine degradation,COG2141,"Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) (SsuD) (PDB:1BRL)",,,,,,,,,PF00296.24,Luciferase-like monooxygenase
GC_00003577,conifer,broadleaf,accessory,43,1.10808263288679,3.34465698367148,0.800931561865742,4.1759585249459,2.96733885773295e-5,0.00374770706093945,K,Transcription,,,COG1959,"DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)",,,,,,,,,PF02082.24,Iron-dependent Transcriptional regulator
GC_00005497,conifer,broadleaf,accessory,22,1.4894070797153,3.27282470126641,0.744501752486375,4.39599328052126,1.10267344984653e-5,0.00245062450609796,J,"Translation, ribosomal structure and biogenesis",,,COG0684,RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400),ko00001|ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00660 C5-Branched dibasic acid metabolism [PATH:ko00660]|KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00362 Benzoate degradation [PATH:ko00362]|Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.3  Oxo-acid-lyases>>>4.1.3.17  4-hydroxy-4-methyl-2-oxoglutarate aldolase,,,,,K10218,4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17],PF03737.19,Aldolase/RraA
GC_00016438,conifer,broadleaf,accessory,5,1.46853866336661,3.23914060916549,0.727336375848541,4.45342858782029,8.45098243068137e-6,0.00216283990685597,N|U|W_or_N|W,"Cell motility|Intracellular trafficking, secretion, and vesicular transport|Extracellular structures_or_Cell motility|Extracellular structures",,,COG2165_or_COG4970,"Type II secretory pathway, pseudopilin PulG (PulG) (PDB:1AY2)_or_Type IV pilus assembly protein FimT (FimT) (PUBMED:17322192;28771515)",ko00001|ko00001|ko02044,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]|Secretion system>>>Type II secretion system>>>General secretion pathway protein,,,,,K02457,general secretion pathway protein H,PF07963.16,Prokaryotic N-terminal methylation motif
GC_00004476,conifer,broadleaf,accessory,29,1.12730566645477,3.08757743264827,0.799139444647364,3.86362787286858,1.11715369311442e-4,0.00695798157050093,O,"Posttranslational modification, protein turnover, chaperones",,,COG0378,"Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase (HypB) (PDB:2HF8) (PUBMED:24338018;23899293)",ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99975 Protein processing,,,,,K03189,urease accessory protein,PF02492.23,"CobW/HypB/UreG, nucleotide-binding domain"
GC_00014941,conifer,broadleaf,accessory,4,0.74694842350925,3.01565099223534,0.946305167148362,3.18676373851243,0.00143874248043362,0.0279139985628309,K|X,"Transcription|Mobilome: prophages, transposons",,,COG3311,DNA-binding transcriptional regulator AlpA (AlpA),ko03000,Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others,,,,,K07733,prophage regulatory protein,PF12728.11,Helix-turn-helix domain
GC_00018323,conifer,broadleaf,accessory,4,1.49696533582552,3.00498141037486,0.75047219933321,4.00412088954763,6.22485285243334e-5,0.00532056270739362,E,Amino acid transport and metabolism,,,COG3842,"ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)",ko00001|ko02000,"KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Putative spermidine/putrescine transporter",,,,,K02052,putative spermidine/putrescine transport system ATP-binding protein,PF00005.31,ABC transporter
GC_00033158,conifer,broadleaf,accessory,2,1.73264910659791,2.96723829874781,0.747106978531822,3.97163777613064,7.13801985950335e-5,0.00570540675085917,H,Coenzyme transport and metabolism,,,COG1011,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)",ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.18  phosphoglycolate phosphatase,,,,,K01560,2-haloacid dehalogenase [EC:3.8.1.2],PF00702.30,haloacid dehalogenase-like hydrolase
GC_00007053,conifer,broadleaf,accessory,14,1.21391447042206,2.96567834218351,0.893289254932683,3.31995300045,9.00326040939807e-4,0.0213639866798008,T,Signal transduction mechanisms,,,COG0642_or_COG4191,Signal transduction histidine kinase (BaeS) (PDB:1JOY)_or_Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ),ko01001|ko02022,Protein kinases>>>Histidine kinases>>>Other|Two-component system>>>Other families>>>Unclassified,,,,,K13587,"two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]",PF19443.3,DAHL domain
GC_00006093,conifer,broadleaf,accessory,16,5.67148070396271,2.90231732096555,0.707906757827004,4.09985819301193,4.13403370393722e-5,0.00414158719489612,L,"Replication, recombination and repair",,,COG1484,DNA replication protein DnaC (DnaC) (PDB:2QGZ),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07484,transposase,PF01695.21,IstB-like ATP binding protein
GC_00011762,conifer,broadleaf,accessory,5,0.981145036248336,2.87690495281229,0.984647937932939,2.92175999357877,0.00348059638663453,0.0458495558928587,,,,,,,,,,,,,,,PF03175.17,"DNA polymerase type B, organellar and viral"
GC_00004403,conifer,broadleaf,accessory,24,1.59849480741678,2.86688680526446,0.858976356442747,3.33756195238832,8.45168779855007e-4,0.021164175684943,T|T|T,Signal transduction mechanisms|Signal transduction mechanisms|Signal transduction mechanisms,,,COG0784|COG2202|COG4191_or_COG0642|COG0784|COG2202_or_COG0642|COG2202|COG2204,"CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)|Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)_or_Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)_or_Signal transduction histidine kinase (BaeS) (PDB:1JOY)|PAS domain (PAS) (PDB:2MWG)|DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)",ko00001|ko00001|ko01000|ko01001|ko02022_or_ko01001|ko02022_or_ko00001|ko01000|ko01001|ko02022,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.13  Protein-histidine kinases>>>2.7.13.3  histidine kinase|Protein kinases>>>Histidine kinases>>>Cell cycle family [OT]|Two-component system>>>Cell cycle family>>>CckA-CtrA/CpdR (cell cycle control)_or_Protein kinases>>>Histidine kinases>>>Other|Two-component system>>>Other families>>>Unclassified_or_KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.13  Protein-histidine kinases>>>2.7.13.3  histidine kinase|Protein kinases>>>Histidine kinases>>>Other|Two-component system>>>Other families>>>SLN1-YPD1-SSK1/SKN7 (osmosensing),,,,,K13587_or_K13589_or_K19692,"two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]_or_two-component system, cell cycle response regulator CpdR_or_osomolarity two-component system, sensor histidine kinase TcsA [EC:2.7.13.3]",PF13426.11_or_PF02518.30_or_PF00072.28_or_PF00989.29,"PAS domain_or_Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase_or_Response regulator receiver domain_or_PAS fold"
GC_00007188,conifer,broadleaf,accessory,8,1.38487599024833,2.85482300831479,0.83165447217065,3.43270324857821,5.97595781710713e-4,0.0173488659073787,X,"Mobilome: prophages, transposons",,,COG2963,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07483,transposase,PF01527.24,Transposase
GC_00025457,conifer,broadleaf,accessory,1,0.990965013524095,2.84620850384017,0.91006711873146,3.12747098017066,0.00176317225186826,0.0314403631292047,I,Lipid transport and metabolism,,,COG3239,Fatty acid desaturase (DesA),ko00001|ko01000|ko01000|ko01004,"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|Enzymes>>>1. Oxidoreductases>>>1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen>>>1.14.19  With oxidation of a pair of donors resulting in the reduction of O2 to two molecules of water>>>1.14.19.23  acyl-lipid (n+3)-(Z)-desaturase (ferredoxin)|Enzymes>>>1. Oxidoreductases>>>1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen>>>1.14.19  With oxidation of a pair of donors resulting in the reduction of O2 to two molecules of water>>>1.14.19.45  sn-1 oleoyl-lipid 12-desaturase|Lipid biosynthesis proteins>>>Desaturase>>>Omega",,,,,K10255,acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],PF00487.28,Fatty acid desaturase
GC_00012753,conifer,broadleaf,accessory,7,1.15257746777752,2.84437382317965,0.769912289666479,3.69441280695988,2.20395503378756e-4,0.0100269244993719,C_or_T,Energy production and conversion_or_Signal transduction mechanisms,,,COG4106_or_COG1352,Trans-aconitate methyltransferase (Tam) (PDB:2P35)_or_Methylase of chemotaxis methyl-accepting proteins (CheR) (PDB:1AF7),ko00001,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020],,,,,K19620,extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein,PF13649.10,Methyltransferase domain
GC_00005015,conifer,broadleaf,accessory,26,0.960929061096839,2.81887104628836,0.868131736712908,3.2470544815718,0.00116606066085434,0.024709638934197,,,,,,,,,,,,,,,PF07287.15,Acyclic terpene utilisation family protein AtuA
GC_00013826,conifer,broadleaf,accessory,6,1.55580944735287,2.77969322893298,0.76809630520079,3.61893841971592,2.95814013370402e-4,0.0116641576015138,G,Carbohydrate transport and metabolism,COG3588,Glycolysis,COG3588,Fructose-bisphosphate aldolase class 1 (Fba1),ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko04131|ko03036|ko04147,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04066 HIF-1 signaling pathway [PATH:ko04066]|Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.2  Aldehyde-lyases>>>4.1.2.13  fructose-bisphosphate aldolase|Membrane trafficking>>>Autophagy>>>Chaperone mediated autophagy (CMA)>>>Selective cargos|Chromosome and associated proteins>>>Eukaryotic type>>>Centrosome formation proteins>>>Other centriole associated proteins|Exosome>>>Exosomal proteins>>>Proteins found in most exosomes,M00001|M00003|M00165|M00167|M00611|M00612,Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Energy metabolism; Carbon fixation|Pathway modules; Energy metabolism; Carbon fixation|Signature modules; Module set; Metabolic capacity|Signature modules; Module set; Metabolic capacity,M00001|M00003|M00165|M00167|M00611|M00612,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate|Gluconeogenesis, oxaloacetate => fructose-6P|Reductive pentose phosphate cycle (Calvin cycle)|Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P|Oxygenic photosynthesis in plants and cyanobacteria|Anoxygenic photosynthesis in purple bacteria",K01623,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",PF00274.23,Fructose-bisphosphate aldolase class-I
GC_00025599,conifer,broadleaf,accessory,2,1.50888814982424,2.77463757939159,0.845424273356337,3.28194690741049,0.00103093014194902,0.0230241065035281,T,Signal transduction mechanisms,,,COG0664,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),,,,,,,,,PF13545.10,Crp-like helix-turn-helix domain
GC_00007698,conifer,broadleaf,accessory,13,1.22271401283724,2.68161681037808,0.74725449260133,3.58862587904006,3.32425477520852e-4,0.0121988777145985,G,Carbohydrate transport and metabolism,,,COG2271,Sugar phosphate permease (UhpC) (PDB:1PW4),ko02000_or_ko02000|ko02000,Transporters>>>Major facilitator superfamily (MFS)>>>Unknown transporters>>>Others_or_Transporters>>>Solute carrier family (SLC)>>>SLC22: Organic cation/anion/zwitterion transporter|Transporters>>>Major facilitator superfamily (MFS)>>>Organic acid transporters>>>Organic cation transporter (OCT) family [TC:2.A.1.19],,,,,K08369,"MFS transporter, putative metabolite:H+ symporter",PF07690.20_or_PF00083.28,Major Facilitator Superfamily_or_Sugar (and other) transporter
GC_00007618,conifer,broadleaf,accessory,12,2.3606481505986,2.66672874204995,0.612829987888797,4.35149844940983,1.35210278094221e-5,0.00260460570780023,X,"Mobilome: prophages, transposons",,,COG4584,Transposase,,,,,,,,,PF13384.10_or_PF04218.17,Homeodomain-like domain_or_CENP-B N-terminal DNA-binding domain
GC_00009194,conifer,broadleaf,accessory,10,1.01925777490085,2.64160075419519,0.835307969274259,3.16242733382551,0.00156459778727333,0.0291546319788029,V,Defense mechanisms,,,COG1566,Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins,,,,,K02005,HlyD family secretion protein,PF16576.9_or_PF13533.10,Barrel-sandwich domain of CusB or HlyD membrane-fusion_or_Biotin-lipoyl like
GC_00004674,conifer,broadleaf,accessory,29,1.40414537984371,2.63901601060982,0.798303897729956,3.3057786866807,9.47128643742154e-4,0.0216840105572324,K,Transcription,,,COG1510,"DNA-binding transcriptional regulator GbsR, MarR family (GbsR) (PDB:1KU9)",,,,,,,,,PF12802.11,MarR family
GC_00007971,conifer,broadleaf,accessory,13,1.84547191187878,2.57933861635731,0.698704034534319,3.69160401095496,2.22844230751827e-4,0.0100269244993719,R,General function prediction only,,,COG3865,"Glyoxalase superfamily enzyme, possible 3-demethylubiquinone-9 3-methyltransferase (PDB:1TSJ)",,,,,,,,,PF06983.17,3-demethylubiquinone-9 3-methyltransferase
GC_00026383,conifer,broadleaf,accessory,2,1.54146665019883,2.52139350162507,0.698737599063704,3.60849839053128,3.07974424822007e-4,0.0116849438835448,E|G,Amino acid transport and metabolism|Carbohydrate transport and metabolism,COG0129,"Isoleucine, leucine, valine biosynthesis",COG0129,Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4),ko00001|ko00001|ko01000,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]|KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]|Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.9  dihydroxy-acid dehydratase",M00019|M00570,Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism|Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism,M00019|M00570,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine|Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",K01687,dihydroxy-acid dehydratase [EC:4.2.1.9],PF00920.25,Dehydratase family
GC_00008426,conifer,broadleaf,accessory,13,2.1761252565252,2.50542504287876,0.666984377275756,3.75634741717935,1.72411308379205e-4,0.00873361138491796,I,Lipid transport and metabolism,,,COG3832,"Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain (YndB) (PDB:2KTE) (PUBMED:20818668)",,,,,,,,,PF08327.15,Activator of Hsp90 ATPase homolog 1-like protein
GC_00026227,conifer,broadleaf,accessory,2,1.65322021162615,2.46837016090252,0.710301626061299,3.47510137994461,5.10660320101274e-4,0.0158810130947536,V,Defense mechanisms,,,COG1487,"Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)",ko01000|ko03016|ko02048,Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.->>>3.1.-.-|Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA degradation factors|Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>VapC-VapB,,,,,K18828,tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-],PF01850.25,PIN domain
GC_00005478,conifer,broadleaf,accessory,22,1.47609254033346,2.45950767829362,0.734006203646722,3.35079957917819,8.05785983861852e-4,0.0206684155060145,R,General function prediction only,,,COG3618,"Predicted metal-dependent hydrolase, TIM-barrel fold",ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00053 Ascorbate and aldarate metabolism [PATH:ko00053]|Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.1  Transferring acyl groups>>>5.4.1.4  D-galactarolactone isomerase,,,,,K18982,D-galactarolactone isomerase [EC:5.4.1.4],PF04909.18,Amidohydrolase
GC_00068115,conifer,broadleaf,accessory,1,1.06732171329302,2.45360178328459,0.828982118609961,2.95977648757828,0.00307862311193514,0.0427389267105427,E,Amino acid transport and metabolism,,,COG0683,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)",ko00001|ko00001|ko02000,"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Branched-chain amino acid transporter",,,,,K01999,branched-chain amino acid transport system substrate-binding protein,PF13458.10,Periplasmic binding protein
GC_00007126,conifer,broadleaf,accessory,16,2.27417610737624,2.43599872189901,0.559377530556058,4.35483834947297,1.33165149457243e-5,0.00260460570780023,K,Transcription,,,COG1609,"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)",ko03000,Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LacI family,,,,,K02529,LacI family transcriptional regulator,PF13377.10,Periplasmic binding protein-like domain
GC_00003883,conifer,broadleaf,accessory,25,1.46468087632221,2.42939213336083,0.703611857246885,3.4527447318279,5.54913854040541e-4,0.0167429637020444,E|H,Amino acid transport and metabolism|Coenzyme transport and metabolism,COG0028,"Isoleucine, leucine, valine biosynthesis",COG0028,Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD),ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.1  Carboxy-lyases>>>4.1.1.1  pyruvate decarboxylase,,,,,K00156,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],PF02776.22_or_PF00205.26_or_PF02775.25,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain_or_Thiamine pyrophosphate enzyme, central domain_or_Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"
GC_00003001,conifer,broadleaf,accessory,25,9.22152191242262,2.38322634341533,0.415434563054731,5.73670694583339,9.653507742401611e-9,2.93209208495878e-5,X,"Mobilome: prophages, transposons",,,COG3328,Transposase (or an inactivated derivative) (IS285),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07493,putative transposase,PF00872.22,"Transposase, Mutator family"
GC_00003305,conifer,broadleaf,accessory,52,12.4196245464349,2.34219314911626,0.440668984420535,5.31508509090142,1.0660749771965e-7,1.07934168802383e-4,E,Amino acid transport and metabolism,COG0069,Glutamine biosynthesis,COG0069,Glutamate synthase domain 2 (GltB2) (PDB:1EA0),ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680]|Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.21  methylamine---glutamate N-methyltransferase,,,,,K22083,methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21],PF01645.21,Conserved region in glutamate synthase
GC_00018142,conifer,broadleaf,accessory,4,1.18297700930151,2.32757210993575,0.784176494464554,2.96817378022157,0.00299574907298408,0.042190518629105,R,General function prediction only,,,COG0628,Predicted PurR-regulated permease PerM (PerM),,,,,,,,,PF01594.20,AI-2E family transporter
GC_00005550,conifer,broadleaf,accessory,22,1.32596509497095,2.30602606672651,0.755059839193263,3.05409710201296,0.0022573900230884298,0.0362136230464468,G,Carbohydrate transport and metabolism,,,COG2271,Sugar phosphate permease (UhpC) (PDB:1PW4),ko02000,Transporters>>>Major facilitator superfamily (MFS)>>>Organic acid transporters>>>Anion:cation symporter (ACS) family [TC:2.A.1.14],,,,,K13021,"MFS transporter, ACS family, tartrate transporter",PF07690.20,Major Facilitator Superfamily
GC_00009735,conifer,broadleaf,accessory,8,1.13866724860571,2.29980937045885,0.779739020909538,2.94946040763256,0.00318329357351219,0.0434224117392861,,,,,,,,,,,,,,,PF11171.12,Protein of unknown function (DUF2958)
GC_00002891,conifer,broadleaf,accessory,61,2.30912297631115,2.27540442748128,0.545231545548342,4.1732809593636,3.00244310193789e-5,0.00374770706093945,F,Nucleotide transport and metabolism,,,COG3194,Ureidoglycolate hydrolase (allantoin degradation) (AllA) (PDB:1XSQ),ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]|Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.3  ureidoglycolate lyase,,,,,K01483,ureidoglycolate lyase [EC:4.3.2.3],PF04115.16,Ureidoglycolate lyase
